ID,Tweet,Match,Polarity
255,epmattgaetz  in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,struggling,NEGATIVE
256,globeandmail tdsb aims to bridge gaps in athome education  ,,NEUTRAL
257,johnaaronread comet cy imaged over  hours using the saint marys university robotic telescope ralph smubgobs smuhalifax c,saint,POSITIVE
258,srisri the world is on a lockdown but the online world remains dynamic as ever srisriu became a  virtual university last month,dynamic,POSITIVE
259,epmattgaetz  in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,struggling,NEGATIVE
260,epmattgaetz  in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,struggling,NEGATIVE
261,flake mama always said one thing no one can take away from you is your education i said period so i present you me with a bs i,flake bs,NEGATIVE
262,srisri the world is on a lockdown but the online world remains dynamic as ever srisriu became a  virtual university last month,dynamic,POSITIVE
263,atscshowchoir aaron pierce   aaron plays trombone and is a  year member of atsb these past  years he has been cocaptain of the ba,,NEUTRAL
264,epmattgaetz  in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,struggling,NEGATIVE
265,epmattgaetz  in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,struggling,NEGATIVE
266,atscshowchoir todays first senior zoe miller  zoe is a  year member of atsc she plans to study music education at the university o,,NEUTRAL
267,epmattgaetz  in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,struggling,NEGATIVE
268,epmattgaetz  in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,struggling,NEGATIVE
269,epmattgaetz  in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,struggling,NEGATIVE
270,epmattgaetz  in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,struggling,NEGATIVE
271,epmattgaetz  in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,struggling,NEGATIVE
272,epmattgaetz  in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,struggling,NEGATIVE
273,srisri the world is on a lockdown but the online world remains dynamic as ever srisriu became a  virtual university last month,dynamic,POSITIVE
274,srisri the world is on a lockdown but the online world remains dynamic as ever srisriu became a  virtual university last month,dynamic,POSITIVE
275,epmattgaetz  in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,struggling,NEGATIVE
276,epmattgaetz  in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,struggling,NEGATIVE
277,ani university grants commission had set up  committees for examinations amp online education one committee will look at the aspects r,,NEUTRAL
278,bharatpadheonline allow students to take online courses under all frameworks globally amp permit credit mobility to the tune of  adopt gen next pedagogyeducation model published in university news dec     details on email hrdministry drrpnishank,,NEUTRAL
279,epmattgaetz  in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,struggling,NEGATIVE
280,i justine gabrielle n cruz a st year bs psychology of the far eastern university stand firm that quality education must not be at the expense of students health and safety   feu pakinggan mo kami  nostudentleftbehind endclassesnowfeu ,bs,NEGATIVE
281,i wouldnt want to exit the university on the halfwayi do believethat if i can finish my education i can  leave mark in the cultural heritage of th century,,NEUTRAL
282,eccouncil time is running out when will you participate click on the link and answer the question to win a partial scholarship at ec,win,POSITIVE
283,lijgonzales i want to first thank god for giving me the opportunity to play this game i want to thank my family coaches and teammate,thank thank,POSITIVE
284,are you at home due to a stayathome order or mandatory quarantine do you find yourself bored at home at lenkeson global christian university lgcu you can further your education from the comfort of your own home lgcu provides global access to affordable higher education ,bored comfort affordable,POSITIVE
285,epmattgaetz  in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,struggling,NEGATIVE
286,epmattgaetz  in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,struggling,NEGATIVE
287,usrepkcastor usf hcc university of tampa to get  million in emergency funds ,emergency,NEGATIVE
288,usf hcc university of tampa to get  million in emergency funds ,emergency,NEGATIVE
289,epmattgaetz  in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,struggling,NEGATIVE
